emp_no,first_name,last_name,birth_date,from_date,to_date,title
12675,Dekang,Krohm,1963-04-22,1987-11-20,9999-01-01,Senior Staff
12679,Kolar,Sommen,1959-11-10,1985-02-26,9999-01-01,Senior Engineer
12681,Rosalyn,Akaboshi,1959-06-20,1987-12-20,9999-01-01,Staff
12682,Isamu,Honiden,1958-12-14,1987-07-11,9999-01-01,Technique Leader
12695,Lubomir,Crelier,1957-01-09,1986-07-23,9999-01-01,Engineer
12699,Izaskun,Setia,1957-06-01,1985-09-24,9999-01-01,Senior Staff
12703,Luigi,Brookner,1961-01-06,1985-11-22,9999-01-01,Senior Staff
12705,Dung,Driscoll,1959-05-15,1986-08-07,9999-01-01,Senior Staff
12711,Yechiam,Jiafu,1964-08-12,1986-11-21,9999-01-01,Senior Staff
12723,Arvin,Baez,1960-10-25,1986-06-14,9999-01-01,Engineer
12738,Luigi,Hammerschmidt,1962-09-10,1985-09-23,9999-01-01,Engineer
12760,Sergi,Tomescu,1960-07-30,1986-10-19,9999-01-01,Senior Engineer
12763,Adamantios,Lovengreen,1956-01-25,1987-07-23,9999-01-01,Senior Staff
12764,Valeri,Menhoudj,1960-02-23,1988-01-24,9999-01-01,Engineer
12767,Ingemar,Sundgren,1958-10-01,1987-02-07,9999-01-01,Engineer
12771,Erez,Luks,1964-02-06,1988-06-02,9999-01-01,Senior Staff
12780,Premal,Puppo,1963-01-24,1987-10-21,9999-01-01,Technique Leader
12782,Weidon,Pietracaprina,1961-03-31,1986-08-23,9999-01-01,Staff
12783,Mahendra,Ginneken,1962-02-02,1985-11-13,9999-01-01,Senior Engineer
12792,Gio,Lally,1958-03-14,1987-06-08,9999-01-01,Staff
12804,Marlo,Rosti,1962-03-20,1987-02-15,9999-01-01,Senior Staff
12817,Bokyung,Rosti,1962-06-17,1985-12-24,9999-01-01,Engineer
12822,Guther,Marrakchi,1961-11-11,1987-06-06,9999-01-01,Senior Staff
12823,Pranav,Lanteri,1962-08-15,1985-05-11,9999-01-01,Senior Engineer
12832,Mabo,Cusworth,1962-10-24,1988-04-25,9999-01-01,Staff
12833,Jaideep,Tibblin,1962-02-01,1987-06-04,9999-01-01,Senior Engineer
12838,Danel,Avouris,1962-12-18,1986-09-24,9999-01-01,Senior Staff
12847,Kwangho,Ramamoorthy,1961-11-09,1988-03-21,9999-01-01,Senior Engineer
12858,Jianwen,Driscoll,1956-02-26,1987-06-02,9999-01-01,Senior Staff
12884,Paddy,Zyda,1964-09-28,1988-11-09,9999-01-01,Assistant Engineer
12896,Mircea,Delgrande,1963-10-12,1986-10-29,9999-01-01,Senior Engineer
12908,Tse,Mitsuhashi,1957-04-27,1988-09-23,9999-01-01,Staff
12927,Mohan,Limongiello,1959-03-24,1985-10-27,9999-01-01,Engineer
12928,Howell,Ozeri,1957-08-19,1988-10-02,9999-01-01,Engineer
12933,Youjian,Kranzdorf,1958-01-02,1986-05-19,9999-01-01,Senior Staff
12935,Shuzo,Sudkamp,1957-12-10,1987-07-01,9999-01-01,Staff
12943,Kazuhide,Zucker,1963-01-21,1988-12-15,9999-01-01,Staff
12952,Goa,Rosay,1960-12-14,1988-01-09,9999-01-01,Engineer
12954,Dinkar,Walston,1964-11-10,1986-05-08,9999-01-01,Staff
12963,Kyoichi,Azevdeo,1962-11-22,1987-06-09,9999-01-01,Staff
12971,Tetsurou,Gladwell,1958-02-03,1986-06-21,9999-01-01,Engineer
12973,Hairong,Pulkowski,1956-07-07,1987-02-04,9999-01-01,Staff
12975,Katsuyuki,Dulli,1959-05-05,1988-12-04,9999-01-01,Senior Engineer
12980,Jayson,Delgrange,1962-10-09,1988-02-05,9999-01-01,Senior Engineer
12990,Kristina,Benaini,1964-06-08,1985-07-12,9999-01-01,Engineer
12993,Subhash,Sessa,1962-01-27,1986-08-25,9999-01-01,Senior Staff
12995,Hisao,Rahier,1956-03-25,1988-01-08,9999-01-01,Senior Engineer
13005,Gilbert,Kobara,1959-12-26,1986-12-08,9999-01-01,Senior Staff
13010,Sachin,Bach,1960-12-19,1988-08-05,9999-01-01,Senior Engineer
13014,Gianluca,Budinsky,1962-06-01,1986-01-21,9999-01-01,Engineer
13018,Toshimi,Moehrke,1964-03-14,1987-05-10,9999-01-01,Staff
13020,Shigeichiro,Suppi,1962-06-26,1987-07-06,9999-01-01,Senior Staff
13024,Jaques,Zschoche,1958-08-02,1987-03-23,9999-01-01,Technique Leader
13028,Mayumi,Siksek,1963-08-21,1985-10-28,9999-01-01,Senior Staff
13032,Mohit,Standera,1962-12-12,1987-06-10,9999-01-01,Senior Staff
13037,Alagu,Schaad,1957-01-02,1987-02-19,9999-01-01,Staff
13039,Alain,Akazan,1963-08-27,1985-10-29,9999-01-01,Engineer
13044,Shigeu,Veevers,1959-05-26,1987-11-27,9999-01-01,Senior Engineer
13056,Arvind,Zirintsis,1958-04-03,1986-12-04,9999-01-01,Senior Staff
13068,Aksel,Magalhaes,1956-09-17,1986-07-18,9999-01-01,Engineer
13074,Kiam,Garigliano,1956-03-07,1985-03-24,9999-01-01,Engineer
13105,Zito,Carrere,1961-01-01,1986-01-19,9999-01-01,Engineer
13116,Constantino,Sury,1963-01-29,1987-10-25,9999-01-01,Senior Staff
13148,Cordelia,Azulay,1957-09-08,1987-10-05,9999-01-01,Senior Engineer
13152,Yuguang,Falck,1959-07-17,1985-11-28,9999-01-01,Engineer
13154,Shan,Soicher,1963-06-19,1988-07-29,9999-01-01,Staff
13163,Matt,Heping,1963-12-11,1987-03-31,9999-01-01,Senior Engineer
13169,Fun,Hasham,1956-08-28,1988-09-10,9999-01-01,Staff
13183,Shaw,Smailagic,1959-03-16,1985-11-23,9999-01-01,Senior Staff
13190,Stepehn,Kowalchuk,1962-11-08,1986-07-17,9999-01-01,Senior Staff
13191,Mototsugu,Armand,1957-06-27,1988-03-11,9999-01-01,Senior Engineer
13193,Shimshon,Miyakawa,1956-08-01,1988-09-14,9999-01-01,Senior Engineer
13195,Toshiki,Baak,1964-06-29,1986-03-02,9999-01-01,Engineer
13198,Nevin,McAlpine,1958-12-18,1986-12-21,9999-01-01,Senior Staff
13208,Maren,Vakili,1958-03-18,1985-03-25,9999-01-01,Senior Engineer
13219,Wojceich,Constantine,1964-11-10,1988-06-22,9999-01-01,Technique Leader
13257,Francoise,Poehlman,1963-06-13,1986-07-12,9999-01-01,Senior Staff
13265,Masali,Khalid,1957-06-23,1985-11-26,9999-01-01,Engineer
13278,Chenxi,Denos,1961-10-09,1988-03-26,9999-01-01,Engineer
13280,Gunilla,Cappelletti,1963-05-31,1985-03-30,9999-01-01,Senior Staff
13281,Luerbio,Wursthorn,1960-06-22,1986-10-07,9999-01-01,Engineer
13286,Basem,Smailagic,1958-11-26,1986-11-09,9999-01-01,Senior Staff
13289,Berni,Baer,1962-08-12,1987-09-24,9999-01-01,Senior Staff
13298,Sasan,Shokrollahi,1960-11-29,1986-11-06,9999-01-01,Staff
13300,Mountaz,Denis,1958-11-06,1987-06-17,9999-01-01,Senior Staff
13308,Demin,Melter,1959-12-03,1987-01-19,9999-01-01,Senior Staff
13327,Anyuan,Slutz,1957-11-01,1987-01-31,9999-01-01,Senior Engineer
13331,Etsuo,Malinowski,1960-12-31,1988-01-18,9999-01-01,Senior Engineer
13338,Tonny,Gecsel,1963-08-19,1985-08-16,9999-01-01,Senior Engineer
13352,Constantino,Rodiger,1959-10-09,1988-03-08,9999-01-01,Senior Engineer
13356,Thodoros,Lukaszewicz,1961-04-24,1987-07-17,9999-01-01,Senior Engineer
13367,Xumin,Swiler,1962-07-14,1987-08-30,9999-01-01,Staff
13397,Nimmagadda,Wilfing,1964-05-13,1987-06-25,9999-01-01,Staff
13398,Fuqing,Valette,1958-04-14,1986-03-10,9999-01-01,Senior Staff
13434,Subhankar,Leivant,1961-10-11,1987-02-10,9999-01-01,Staff
13435,Moto,Businaro,1956-12-26,1985-11-10,9999-01-01,Technique Leader
13444,Doohun,Lienhardt,1961-01-19,1985-05-01,9999-01-01,Senior Engineer
13447,Yucel,Lortz,1956-08-03,1987-06-07,9999-01-01,Senior Staff
13449,Subhada,Coorg,1961-05-18,1988-04-24,9999-01-01,Staff
13459,Eric,Lupu,1962-04-29,1988-05-20,9999-01-01,Senior Staff
13462,Masasuke,Suwa,1959-09-02,1987-06-11,9999-01-01,Staff
13464,Chanjung,Jeansoulin,1956-01-04,1986-08-07,9999-01-01,Engineer
13473,Mooi,Bruckman,1959-12-14,1986-12-16,9999-01-01,Senior Engineer
13476,Niclas,Broomell,1958-01-14,1985-05-01,9999-01-01,Senior Engineer
13477,Reuven,Karlin,1957-11-13,1986-01-14,9999-01-01,Senior Staff
13487,Geoffrey,Claffy,1962-08-30,1987-03-08,9999-01-01,Senior Staff
13488,Zhiwei,Krohm,1957-04-08,1986-02-09,9999-01-01,Engineer
13494,Domenico,Baca,1964-04-07,1985-10-07,9999-01-01,Senior Engineer
13501,Caolyn,Peek,1957-11-08,1986-07-26,9999-01-01,Senior Staff
13509,Kiyotoshi,Leaver,1961-12-03,1988-06-08,9999-01-01,Engineer
13511,Qiwen,Pocchiola,1957-08-11,1986-08-12,9999-01-01,Senior Staff
13517,Mark,Setlzner,1961-02-22,1988-01-02,9999-01-01,Engineer
13527,Bikash,Chaudhuri,1961-06-15,1988-08-28,9999-01-01,Senior Engineer
13529,Toshimori,Matzen,1961-11-30,1986-07-06,9999-01-01,Senior Staff
13531,Shuichi,Sluis,1957-03-09,1986-01-04,9999-01-01,Engineer
13537,Jacqueline,Ibel,1959-08-17,1985-03-20,9999-01-01,Engineer
13555,Lijia,Matteis,1964-08-20,1988-11-07,9999-01-01,Senior Staff
13558,Raimond,Molberg,1964-10-13,1987-06-10,9999-01-01,Senior Staff
13561,Fai,Thebaut,1962-04-30,1985-07-05,9999-01-01,Senior Engineer
13562,Mary,Cooley,1960-02-15,1986-02-24,9999-01-01,Senior Staff
13563,Valter,Pashtan,1963-03-11,1987-04-17,9999-01-01,Engineer
13565,Shuho,Badache,1958-12-11,1988-03-31,9999-01-01,Technique Leader
13566,Utpal,Cyre,1957-11-23,1988-08-26,9999-01-01,Assistant Engineer
13570,Kiyomitsu,Perez,1963-06-05,1986-03-15,9999-01-01,Senior Staff
13572,Honglan,Beutelspacher,1964-03-13,1986-09-15,9999-01-01,Senior Staff
13579,Basem,Passino,1963-10-13,1987-03-12,9999-01-01,Senior Engineer
13582,Diederik,Ruemmler,1958-03-16,1987-09-09,9999-01-01,Engineer
13590,Sashi,Showalter,1963-02-04,1986-03-14,9999-01-01,Engineer
13601,Lillian,Feldhoffer,1957-09-26,1986-07-15,9999-01-01,Senior Engineer
13604,Tzu,Stille,1960-03-02,1986-03-03,9999-01-01,Senior Staff
13615,Sugwoo,Marrevee,1962-07-12,1986-07-14,9999-01-01,Staff
13620,Elvis,Dolinsky,1956-10-31,1985-06-12,9999-01-01,Engineer
13639,Marie,Zeilberger,1959-07-10,1986-12-09,9999-01-01,Engineer
13640,Sashi,Vanwelkenhuysen,1961-03-04,1987-09-20,9999-01-01,Senior Engineer
13641,Chandrasekaran,Georgatos,1956-02-17,1986-12-16,9999-01-01,Senior Engineer
13649,Serap,Percebois,1958-01-03,1987-01-01,9999-01-01,Engineer
13652,Eldridge,Ramsak,1956-04-05,1986-01-30,9999-01-01,Engineer
13675,Fayez,Woycyznski,1960-03-29,1987-03-12,9999-01-01,Engineer
13677,Masasuke,Hiyoshi,1957-03-04,1986-03-21,9999-01-01,Senior Engineer
13695,Sakthirel,Tsukuda,1958-11-25,1985-07-02,9999-01-01,Senior Staff
13711,Tesuro,Pusterhofer,1956-08-17,1988-09-27,9999-01-01,Senior Staff
13712,Olivera,Docker,1963-04-08,1987-12-06,9999-01-01,Senior Staff
13718,Lein,Gronowski,1963-03-15,1986-11-22,9999-01-01,Staff
13728,Insup,Swab,1964-05-23,1986-01-03,9999-01-01,Senior Engineer
13729,Shahab,Farrel,1964-07-30,1988-10-12,9999-01-01,Senior Engineer
13732,Danae,Hutter,1959-01-13,1986-02-12,9999-01-01,Senior Engineer
13737,Supot,Fairtlough,1956-04-01,1985-08-01,9999-01-01,Senior Engineer
13749,Ennio,Azevdeo,1960-01-15,1988-06-12,9999-01-01,Engineer
13754,Jongsuk,Bahr,1959-04-20,1988-07-07,9999-01-01,Senior Staff
13757,Soenke,Demir,1963-07-13,1986-02-22,9999-01-01,Senior Engineer
13803,Matk,Chiodo,1961-09-24,1988-10-24,9999-01-01,Senior Engineer
13808,Becky,Stentiford,1963-03-17,1986-03-08,9999-01-01,Senior Staff
13817,Mingdong,Sullins,1957-05-05,1987-11-04,9999-01-01,Senior Staff
13821,Snehasis,Nooteboom,1960-10-16,1988-10-10,9999-01-01,Staff
13826,Zhigen,Greenaway,1959-01-31,1988-06-24,9999-01-01,Senior Staff
13833,Sumali,Grospietsch,1959-11-15,1986-09-23,9999-01-01,Engineer
13836,Taiji,Przulj,1958-02-06,1985-09-05,9999-01-01,Staff
13855,Zhensheng,Argence,1957-09-12,1986-09-27,9999-01-01,Engineer
13858,Subir,Sanella,1958-07-04,1988-11-23,9999-01-01,Senior Staff
13860,Wojceich,Papastamatiou,1964-09-18,1988-07-27,9999-01-01,Senior Staff
13864,Gladys,Attimonelli,1956-11-01,1986-01-31,9999-01-01,Engineer
13867,Taisook,Litzler,1957-11-17,1987-05-30,9999-01-01,Senior Engineer
13890,Marin,Antonisse,1963-05-01,1985-11-30,9999-01-01,Staff
13896,Gadiel,Karnin,1958-10-19,1987-12-09,9999-01-01,Engineer
13907,Lijia,Demos,1961-05-21,1988-03-05,9999-01-01,Senior Engineer
13908,Nechama,Koprowski,1964-12-21,1987-11-26,9999-01-01,Senior Engineer
13912,Niclas,Blokdijk,1963-02-20,1988-12-07,9999-01-01,Engineer
13917,Shahaf,Felder,1961-04-04,1988-03-18,9999-01-01,Engineer
13920,Naftali,Rodham,1959-04-10,1987-11-19,9999-01-01,Senior Staff
13926,Ekawit,Puppe,1956-10-12,1988-08-07,9999-01-01,Staff
13938,Rosella,Lueh,1956-02-20,1986-04-15,9999-01-01,Technique Leader
13947,Gal,Nishimukai,1957-01-09,1987-08-11,9999-01-01,Senior Staff
13955,Shem,Munck,1956-04-17,1985-10-05,9999-01-01,Senior Engineer
13961,Munir,Hempstead,1964-06-22,1988-10-01,9999-01-01,Senior Engineer
13982,Marsja,Vieri,1958-06-13,1986-05-31,9999-01-01,Senior Staff
13985,Slavian,Guerreiro,1956-02-22,1987-06-20,9999-01-01,Engineer
13998,Changho,Fujisaki,1960-10-28,1985-06-05,9999-01-01,Senior Engineer
14004,Arto,Wendorf,1959-04-10,1987-03-31,9999-01-01,Engineer
14007,Shiv,Jervis,1961-12-02,1988-10-17,9999-01-01,Staff
14016,Shimshon,Alencar,1960-09-30,1988-08-12,9999-01-01,Engineer
14021,Golgen,Langford,1961-01-22,1988-01-07,9999-01-01,Assistant Engineer
14036,Bogdan,Schaad,1962-03-20,1987-10-07,9999-01-01,Staff
14040,Shaz,Bahl,1957-01-30,1987-08-20,9999-01-01,Senior Engineer
14044,Muneo,Peltason,1963-05-09,1988-04-04,9999-01-01,Senior Engineer
14057,Boriana,Beidas,1962-05-16,1985-03-24,9999-01-01,Engineer
14073,Fumino,Rajcani,1962-11-09,1985-07-29,9999-01-01,Staff
14078,Frederique,Chimia,1960-04-18,1987-11-01,9999-01-01,Engineer
14083,Sashi,Figueira,1959-05-27,1986-04-13,9999-01-01,Engineer
14092,Yahiko,Acton,1961-04-03,1985-04-01,9999-01-01,Staff
14095,Tonia,Underwood,1964-08-04,1988-12-03,9999-01-01,Senior Staff
14103,Samphel,Uchoa,1956-09-17,1987-03-17,9999-01-01,Engineer
14110,Horward,Kisuki,1956-06-13,1987-05-17,9999-01-01,Staff
14115,Francesca,Mayerwieser,1963-07-31,1987-10-28,9999-01-01,Staff
14120,Horward,Rabejac,1963-06-18,1985-08-11,9999-01-01,Senior Engineer
14121,Arup,Barreiro,1956-06-28,1987-11-23,9999-01-01,Senior Engineer
14126,Neven,Gubsky,1959-02-28,1985-08-15,9999-01-01,Senior Engineer
14136,Vasilii,Chappelet,1956-05-08,1986-05-06,9999-01-01,Senior Engineer
14138,Zhigen,Peternell,1963-10-19,1987-09-17,9999-01-01,Senior Engineer
14143,Vivian,Hasenauer,1960-09-01,1988-01-14,9999-01-01,Technique Leader
14166,Itzchak,Speer,1961-11-08,1988-02-07,9999-01-01,Senior Staff
14169,Xiping,Rubsam,1957-11-09,1988-03-13,9999-01-01,Senior Staff
14175,Kazuhiro,Eppinger,1960-02-12,1988-12-27,9999-01-01,Senior Engineer
14184,Nalini,Barvinok,1959-07-29,1986-08-24,9999-01-01,Senior Staff
14185,Garnik,Swiler,1964-11-06,1988-08-01,9999-01-01,Senior Staff
14187,Susuma,Peot,1957-12-21,1987-02-27,9999-01-01,Senior Staff
14202,Shooichi,Marciano,1960-08-16,1986-12-05,9999-01-01,Engineer
14203,Chenye,Fiebach,1958-06-30,1988-03-06,9999-01-01,Technique Leader
14221,Zhiwei,Maginnis,1961-10-06,1987-04-09,9999-01-01,Staff
14222,Shaleah,Luders,1963-03-10,1988-05-24,9999-01-01,Staff
14225,Sham,Esposito,1960-10-24,1988-08-22,9999-01-01,Engineer
14228,Mototsugu,Michaeli,1959-11-24,1987-07-10,9999-01-01,Senior Engineer
14230,Uwe,Koshiba,1961-09-21,1988-01-25,9999-01-01,Senior Engineer
14238,Barton,Puoti,1956-08-12,1988-02-15,9999-01-01,Staff
14240,Kiyomitsu,Schiettecatte,1961-12-17,1987-11-28,9999-01-01,Staff
14258,Haldun,Rothenberg,1957-04-07,1986-02-04,9999-01-01,Senior Engineer
14282,Claudi,Aumann,1961-06-22,1985-07-06,9999-01-01,Senior Staff
14288,Kayoko,Sevcikova,1956-03-25,1987-04-03,9999-01-01,Engineer
14294,Jaber,Hegner,1960-07-14,1988-02-10,9999-01-01,Staff
14299,Manu,Kitsuregawa,1960-06-04,1986-08-05,9999-01-01,Senior Staff
14314,Baziley,Fujisaki,1958-01-09,1986-07-24,9999-01-01,Staff
14316,Lihong,Vernadat,1961-12-12,1987-11-03,9999-01-01,Engineer
14334,Pradeep,Waleschkowski,1964-12-15,1988-07-06,9999-01-01,Senior Engineer
14338,Behnaam,Pelz,1963-09-23,1985-11-29,9999-01-01,Senior Engineer
14346,Yuguang,Felcyn,1956-05-02,1987-10-12,9999-01-01,Engineer
14355,Manu,Castellani,1960-06-17,1988-09-19,9999-01-01,Senior Engineer
14356,Remko,Zeidenstein,1964-04-15,1985-06-04,9999-01-01,Senior Engineer
14358,Samphel,Serre,1956-04-25,1985-09-19,9999-01-01,Senior Staff
14362,Michaela,Kleiser,1963-10-28,1986-09-30,9999-01-01,Senior Staff
14363,Phule,Yemenis,1956-01-01,1985-06-27,9999-01-01,Engineer
14374,Berthier,Tomescu,1962-12-28,1986-03-20,9999-01-01,Senior Engineer
14376,Munenori,Serdy,1957-06-12,1985-05-30,9999-01-01,Engineer
14391,Haldon,Pesch,1963-01-08,1988-08-18,9999-01-01,Staff
14392,Froduald,Laventhal,1956-10-25,1988-11-28,9999-01-01,Senior Engineer
14402,Mooi,Peac,1963-10-02,1988-11-03,9999-01-01,Technique Leader
14405,Cathie,Casperson,1956-05-26,1987-08-21,9999-01-01,Technique Leader
14407,Goncalo,Imataki,1960-07-09,1988-11-05,9999-01-01,Senior Engineer
14409,Uta,Pettis,1963-05-08,1988-12-27,9999-01-01,Senior Staff
14413,Shim,Masand,1959-01-25,1985-06-13,9999-01-01,Senior Staff
14416,Bouchung,Caine,1959-04-21,1987-06-23,9999-01-01,Senior Engineer
14419,Ennio,Katiyar,1962-10-01,1987-02-16,9999-01-01,Assistant Engineer
14427,Duangkaew,Percebois,1959-03-08,1986-08-23,9999-01-01,Senior Staff
14443,Kinh,Barriga,1962-01-03,1985-10-28,9999-01-01,Senior Staff
14449,Isaac,Muntz,1963-09-21,1988-08-11,9999-01-01,Senior Engineer
14461,Weicheng,Hitomi,1959-07-17,1986-04-20,9999-01-01,Staff
14465,Sajjan,Mitzlaff,1958-06-02,1988-05-05,9999-01-01,Senior Staff
14472,Chinho,Leuchs,1961-04-14,1988-11-26,9999-01-01,Senior Staff
14480,Irena,Crabtree,1960-07-03,1987-03-24,9999-01-01,Senior Staff
14487,Jungsoon,Molenkamp,1963-08-20,1987-02-09,9999-01-01,Staff
14488,Zijian,Luks,1961-01-01,1985-05-25,9999-01-01,Senior Staff
14508,Shahid,Babu,1957-01-08,1985-02-18,9999-01-01,Senior Staff
14512,Oldrich,Lupu,1959-04-14,1986-05-23,9999-01-01,Senior Engineer
14525,Eben,Neiman,1957-12-12,1985-10-07,9999-01-01,Senior Engineer
14531,Armond,Ruther,1963-04-21,1985-06-02,9999-01-01,Engineer
14553,Uri,Selvestrel,1961-01-29,1987-09-02,9999-01-01,Senior Staff
14554,Quingbo,Bharadwaj,1959-02-09,1985-02-19,9999-01-01,Senior Staff
14580,Hilari,Roison,1956-03-14,1988-11-09,9999-01-01,Senior Engineer
14587,Guangming,Vural,1960-08-30,1986-11-29,9999-01-01,Senior Engineer
14588,Amalendu,McAlpine,1956-07-26,1987-04-12,9999-01-01,Technique Leader
14593,Subhankar,Cincotta,1961-06-28,1985-04-10,9999-01-01,Senior Staff
14594,Arra,Munos,1959-06-10,1988-06-05,9999-01-01,Senior Staff
14608,Ger,Bridgland,1957-08-21,1988-08-13,9999-01-01,Engineer
14614,Christoph,Raczkowsky,1960-01-22,1988-07-02,9999-01-01,Senior Engineer
14650,Yuqun,Georg,1961-07-22,1986-10-04,9999-01-01,Senior Engineer
14661,Munir,McAlpine,1961-01-15,1987-04-22,9999-01-01,Engineer
14669,Faiza,Hettesheimer,1960-06-06,1985-05-31,9999-01-01,Senior Engineer
14671,Elliott,Perri,1964-02-23,1987-08-05,9999-01-01,Engineer
14685,Deborah,Kawashimo,1959-03-13,1987-05-15,9999-01-01,Senior Staff
14697,Emdad,Thibadeau,1958-08-12,1985-08-02,9999-01-01,Staff
14706,Hatem,Guting,1960-02-03,1986-06-07,9999-01-01,Senior Staff
14709,Gennady,Gente,1963-11-16,1987-06-25,9999-01-01,Senior Engineer
14712,Atreyi,Bauknecht,1957-12-15,1986-08-31,9999-01-01,Technique Leader
14721,Jordanka,Vanwelkenhuysen,1961-08-23,1988-04-06,9999-01-01,Senior Staff
14726,Uri,Weedman,1960-03-10,1987-08-27,9999-01-01,Senior Engineer
14728,Serap,Cichocki,1959-03-05,1986-07-09,9999-01-01,Staff
14734,Uri,Danner,1957-10-31,1986-09-10,9999-01-01,Senior Engineer
14762,Kayoko,Bolotov,1962-12-19,1986-08-15,9999-01-01,Senior Staff
14764,Ronghao,Callaway,1958-05-08,1988-05-10,9999-01-01,Engineer
14765,Maria,Montemayor,1961-07-01,1987-06-24,9999-01-01,Senior Engineer
14768,Khedija,Winter,1958-07-06,1985-05-15,9999-01-01,Engineer
14781,Huican,Rissland,1957-06-05,1986-07-13,9999-01-01,Senior Engineer
14783,Gennadi,Fasbender,1964-07-26,1987-08-26,9999-01-01,Senior Staff
14786,Duke,Hainaut,1962-02-17,1988-06-03,9999-01-01,Senior Staff
14808,Pragnesh,Billingsley,1957-10-08,1987-03-07,9999-01-01,Engineer
14813,Naftali,Alpin,1964-08-16,1985-10-21,9999-01-01,Staff
14827,Wuxu,Lortz,1958-05-26,1985-10-06,9999-01-01,Senior Staff
14829,Bojan,Wilharm,1958-01-30,1986-08-01,9999-01-01,Senior Staff
14833,Jaques,Welham,1956-08-16,1988-06-15,9999-01-01,Staff
14843,Yaghout,Swick,1959-09-22,1986-06-23,9999-01-01,Technique Leader
14849,Aluzio,Ashish,1963-04-03,1986-04-16,9999-01-01,Staff
14852,George,Lindenbaum,1956-07-09,1985-10-03,9999-01-01,Senior Staff
14856,Bluma,Bernardinello,1957-01-30,1986-11-26,9999-01-01,Senior Engineer
14864,Yannis,Hebert,1960-07-15,1988-02-15,9999-01-01,Senior Staff
14876,Tadahiko,Ibel,1958-09-03,1988-07-29,9999-01-01,Engineer
14882,Malu,Matzen,1961-06-09,1985-12-20,9999-01-01,Senior Staff
14891,Lalit,Smeets,1963-08-11,1988-06-27,9999-01-01,Senior Staff
14893,Jacqueline,Bael,1964-04-18,1988-05-23,9999-01-01,Senior Engineer
14907,Nakhoon,Luga,1965-01-14,1986-12-18,9999-01-01,Senior Staff
14927,Jungsoon,Birsak,1959-07-27,1988-11-28,9999-01-01,Senior Staff
14929,Mads,Hanratty,1963-08-19,1988-09-17,9999-01-01,Staff
14932,JiYoung,Meszaros,1963-03-17,1987-07-24,9999-01-01,Senior Engineer
14934,Shaleah,Ecklund,1957-10-30,1985-02-26,9999-01-01,Senior Staff
14938,King,Mitina,1964-01-03,1986-04-30,9999-01-01,Staff
14953,Chinya,Wallrath,1964-02-17,1986-08-25,9999-01-01,Senior Engineer
14962,Vidya,Papastamatiou,1959-08-26,1987-06-27,9999-01-01,Staff
14963,Masali,Gire,1957-07-29,1988-12-27,9999-01-01,Engineer
14965,Gila,Swiler,1959-07-11,1986-01-11,9999-01-01,Senior Engineer
14969,Hongzue,Himler,1964-01-23,1986-01-03,9999-01-01,Senior Staff
14984,Sangeeta,Parhami,1963-02-17,1986-11-20,9999-01-01,Engineer
14985,Almudena,Syang,1958-11-25,1988-12-24,9999-01-01,Senior Staff
14991,Odinaldo,Bael,1958-12-28,1987-10-03,9999-01-01,Senior Staff
14996,Jianhao,Schahn,1962-12-14,1985-02-12,9999-01-01,Senior Engineer
14997,Kshitij,Lamba,1956-07-22,1988-07-06,9999-01-01,Engineer
15001,Brewster,Kawashimo,1964-06-19,1985-02-02,9999-01-01,Engineer
15003,Sachar,Androutsos,1961-07-24,1988-04-05,9999-01-01,Engineer
15017,Xiaobin,Thorelli,1963-03-22,1987-07-31,9999-01-01,Senior Engineer
15026,Geoffrey,Manderick,1963-12-12,1985-03-24,9999-01-01,Senior Engineer
15033,Junichi,Thambidurai,1957-12-27,1985-06-04,9999-01-01,Staff
15034,Pranas,Hoogerwoord,1956-03-30,1986-01-08,9999-01-01,Engineer
15035,Sanjai,Kranzdorf,1959-01-03,1985-08-22,9999-01-01,Engineer
15038,Weidon,Dalphin,1961-06-22,1986-01-03,9999-01-01,Senior Engineer
15039,Krister,Huttel,1957-12-23,1987-04-19,9999-01-01,Staff
15045,Marco,Luby,1956-09-17,1986-05-14,9999-01-01,Senior Engineer
15046,Marin,Prochazka,1963-09-22,1987-03-07,9999-01-01,Senior Staff
15061,Kwangyoen,Hofmeyr,1963-05-07,1988-06-27,9999-01-01,Engineer
15067,Nidapan,Uhrig,1962-08-02,1988-05-04,9999-01-01,Senior Staff
15090,Collette,Copas,1960-04-03,1986-08-31,9999-01-01,Engineer
15096,Sastry,Ulupinar,1960-07-18,1985-03-05,9999-01-01,Staff
15098,Shaleah,Hutter,1959-09-14,1985-10-05,9999-01-01,Engineer
15109,Shim,Beutelspacher,1959-11-04,1988-09-03,9999-01-01,Engineer
15130,Mohua,Puppo,1959-03-23,1986-06-24,9999-01-01,Staff
15138,Aiman,Bhattacharjee,1957-08-01,1987-07-07,9999-01-01,Engineer
15147,Kwangyoen,Pesch,1961-04-27,1985-07-31,9999-01-01,Senior Engineer
15157,Eckart,Ramras,1961-09-23,1986-03-05,9999-01-01,Senior Staff
15163,Subhada,Castellani,1959-11-05,1985-12-22,9999-01-01,Senior Engineer
15172,Rafols,Pagter,1960-11-25,1986-06-20,9999-01-01,Senior Engineer
15188,Sudharsan,Weiland,1960-12-18,1987-01-06,9999-01-01,Senior Staff
15189,Pascal,Strandh,1964-11-09,1988-06-11,9999-01-01,Engineer
15211,Abdelaziz,Waterhouse,1962-01-27,1987-11-06,9999-01-01,Assistant Engineer
